TITLE = "1D CFD Solution"
VARIABLES = "x", "u"
ZONE I=501, F=POINT
0 0
0.002 0.0251301
0.004 0.0502443
0.006 0.0753268
0.008 0.100362
0.01 0.125333
0.012 0.150226
0.014 0.175023
0.016 0.19971
0.018 0.224271
0.02 0.24869
0.022 0.272952
0.024 0.297042
0.026 0.320944
0.028 0.344643
0.03 0.368125
0.032 0.391374
0.034 0.414376
0.036 0.437116
0.038 0.45958
0.04 0.481754
0.042 0.503623
0.044 0.525175
0.046 0.546394
0.048 0.567269
0.05 0.587785
0.052 0.60793
0.054 0.627691
0.056 0.647056
0.058 0.666012
0.06 0.684547
0.062 0.70265
0.064 0.720309
0.066 0.737513
0.068 0.754251
0.07 0.770513
0.072 0.786288
0.074 0.801567
0.076 0.816339
0.078 0.830596
0.08 0.844328
0.082 0.857527
0.084 0.870184
0.086 0.882291
0.088 0.893841
0.09 0.904827
0.092 0.915241
0.094 0.925077
0.096 0.934329
0.098 0.942991
0.1 0.951057
0.102 0.958522
0.104 0.965382
0.106 0.971632
0.108 0.977268
0.11 0.982287
0.112 0.986686
0.114 0.990461
0.116 0.993611
0.118 0.996134
0.12 0.998027
0.122 0.999289
0.124 0.999921
0.126 0.999921
0.128 0.999289
0.13 0.998027
0.132 0.996134
0.134 0.993611
0.136 0.990461
0.138 0.986686
0.14 0.982287
0.142 0.977268
0.144 0.971632
0.146 0.965382
0.148 0.958522
0.15 0.951057
0.152 0.942991
0.154 0.934329
0.156 0.925077
0.158 0.915241
0.16 0.904827
0.162 0.893841
0.164 0.882291
0.166 0.870184
0.168 0.857527
0.17 0.844328
0.172 0.830596
0.174 0.816339
0.176 0.801567
0.178 0.786288
0.18 0.770513
0.182 0.754251
0.184 0.737513
0.186 0.720309
0.188 0.70265
0.19 0.684547
0.192 0.666012
0.194 0.647056
0.196 0.627691
0.198 0.60793
0.2 0.587785
0.202 0.567269
0.204 0.546394
0.206 0.525175
0.208 0.503623
0.21 0.481754
0.212 0.45958
0.214 0.437116
0.216 0.414376
0.218 0.391374
0.22 0.368125
0.222 0.344643
0.224 0.320944
0.226 0.297042
0.228 0.272952
0.23 0.24869
0.232 0.224271
0.234 0.19971
0.236 0.175023
0.238 0.150226
0.24 0.125333
0.242 0.100362
0.244 0.0753268
0.246 0.0502443
0.248 0.0251301
0.25 1.22465e-16
0.252 -0.0251301
0.254 -0.0502443
0.256 -0.0753268
0.258 -0.100362
0.26 -0.125333
0.262 -0.150226
0.264 -0.175023
0.266 -0.19971
0.268 -0.224271
0.27 -0.24869
0.272 -0.272952
0.274 -0.297042
0.276 -0.320944
0.278 -0.344643
0.28 -0.368125
0.282 -0.391374
0.284 -0.414376
0.286 -0.437116
0.288 -0.45958
0.29 -0.481754
0.292 -0.503623
0.294 -0.525175
0.296 -0.546394
0.298 -0.567269
0.3 -0.587785
0.302 -0.60793
0.304 -0.627691
0.306 -0.647056
0.308 -0.666012
0.31 -0.684547
0.312 -0.70265
0.314 -0.720309
0.316 -0.737513
0.318 -0.754251
0.32 -0.770513
0.322 -0.786288
0.324 -0.801567
0.326 -0.816339
0.328 -0.830596
0.33 -0.844328
0.332 -0.857527
0.334 -0.870184
0.336 -0.882291
0.338 -0.893841
0.34 -0.904827
0.342 -0.915241
0.344 -0.925077
0.346 -0.934329
0.348 -0.942991
0.35 -0.951057
0.352 -0.958522
0.354 -0.965382
0.356 -0.971632
0.358 -0.977268
0.36 -0.982287
0.362 -0.986686
0.364 -0.990461
0.366 -0.993611
0.368 -0.996134
0.37 -0.998027
0.372 -0.999289
0.374 -0.999921
0.376 -0.999921
0.378 -0.999289
0.38 -0.998027
0.382 -0.996134
0.384 -0.993611
0.386 -0.990461
0.388 -0.986686
0.39 -0.982287
0.392 -0.977268
0.394 -0.971632
0.396 -0.965382
0.398 -0.958522
0.4 -0.951057
0.402 -0.942991
0.404 -0.934329
0.406 -0.925077
0.408 -0.915241
0.41 -0.904827
0.412 -0.893841
0.414 -0.882291
0.416 -0.870184
0.418 -0.857527
0.42 -0.844328
0.422 -0.830596
0.424 -0.816339
0.426 -0.801567
0.428 -0.786288
0.43 -0.770513
0.432 -0.754251
0.434 -0.737513
0.436 -0.720309
0.438 -0.70265
0.44 -0.684547
0.442 -0.666012
0.444 -0.647056
0.446 -0.627691
0.448 -0.60793
0.45 -0.587785
0.452 -0.567269
0.454 -0.546394
0.456 -0.525175
0.458 -0.503623
