TITLE = "1D CFD Solution"
VARIABLES = "x", "u"
ZONE I=501, F=POINT
0 0.000509458
0.002 0.0161443
0.004 0.0331807
0.006 0.0501131
0.008 0.0668802
0.01 0.0835745
0.012 0.100244
0.014 0.116899
0.016 0.133535
0.018 0.150147
0.02 0.166731
0.022 0.183283
0.024 0.199801
0.026 0.216281
0.028 0.232719
0.03 0.249113
0.032 0.265459
0.034 0.281754
0.036 0.297994
0.038 0.314176
0.04 0.330296
0.042 0.346352
0.044 0.362338
0.046 0.378253
0.048 0.394091
0.05 0.40985
0.052 0.425525
0.054 0.441113
0.056 0.45661
0.058 0.472012
0.06 0.487315
0.062 0.502514
0.064 0.517605
0.066 0.532585
0.068 0.547449
0.07 0.562192
0.072 0.57681
0.074 0.591298
0.076 0.605652
0.078 0.619866
0.08 0.633936
0.082 0.647856
0.084 0.661621
0.086 0.675227
0.088 0.688667
0.09 0.701935
0.092 0.715026
0.094 0.727935
0.096 0.740654
0.098 0.753178
0.1 0.7655
0.102 0.777613
0.104 0.789511
0.106 0.801186
0.108 0.812631
0.11 0.823839
0.112 0.834801
0.114 0.84551
0.116 0.855958
0.118 0.866134
0.12 0.876032
0.122 0.885641
0.124 0.894952
0.126 0.903954
0.128 0.912638
0.13 0.920993
0.132 0.929008
0.134 0.936671
0.136 0.94397
0.138 0.950893
0.14 0.957427
0.142 0.963558
0.144 0.969271
0.146 0.974554
0.148 0.979389
0.15 0.983761
0.152 0.987654
0.154 0.991049
0.156 0.993929
0.158 0.996275
0.16 0.998066
0.162 0.999282
0.164 0.999901
0.166 0.999901
0.168 0.999256
0.17 0.997943
0.172 0.995934
0.174 0.993203
0.176 0.98972
0.178 0.985455
0.18 0.980376
0.182 0.974451
0.184 0.967644
0.186 0.959919
0.188 0.951238
0.19 0.94156
0.192 0.930846
0.194 0.91905
0.196 0.906128
0.198 0.892035
0.2 0.87672
0.202 0.860135
0.204 0.842229
0.206 0.82295
0.208 0.802245
0.21 0.780063
0.212 0.756352
0.214 0.731061
0.216 0.704142
0.218 0.675552
0.22 0.64525
0.222 0.613206
0.224 0.579396
0.226 0.543807
0.228 0.506442
0.23 0.467319
0.232 0.426477
0.234 0.383975
0.236 0.339898
0.238 0.294357
0.24 0.247492
0.242 0.19947
0.244 0.150484
0.246 0.100752
0.248 0.0505102
0.25 2.40242e-16
0.252 -0.0505102
0.254 -0.100752
0.256 -0.150484
0.258 -0.19947
0.26 -0.247492
0.262 -0.294357
0.264 -0.339898
0.266 -0.383975
0.268 -0.426477
0.27 -0.467319
0.272 -0.506442
0.274 -0.543807
0.276 -0.579396
0.278 -0.613206
0.28 -0.64525
0.282 -0.675552
0.284 -0.704142
0.286 -0.731061
0.288 -0.756352
0.29 -0.780063
0.292 -0.802245
0.294 -0.82295
0.296 -0.842229
0.298 -0.860135
0.3 -0.87672
0.302 -0.892035
0.304 -0.906128
0.306 -0.91905
0.308 -0.930846
0.31 -0.94156
0.312 -0.951238
0.314 -0.959919
0.316 -0.967644
0.318 -0.974451
0.32 -0.980376
0.322 -0.985455
0.324 -0.98972
0.326 -0.993203
0.328 -0.995934
