TITLE = "1D CFD Solution"
VARIABLES = "x", "u"
ZONE I=501, F=POINT
0 0.000692425
0.002 0.00923778
0.004 0.0191668
0.006 0.0294623
0.008 0.0397931
0.01 0.0499385
0.012 0.0599984
0.014 0.0700217
0.016 0.0800286
0.018 0.0900266
0.02 0.100019
0.022 0.110006
0.024 0.119988
0.026 0.129966
0.028 0.139938
0.03 0.149904
0.032 0.159864
0.034 0.169818
0.036 0.179765
0.038 0.189704
0.04 0.199636
0.042 0.209559
0.044 0.219474
0.046 0.229379
0.048 0.239275
0.05 0.249159
0.052 0.259038
0.054 0.268897
0.056 0.278757
0.058 0.288591
0.06 0.298424
0.062 0.308238
0.064 0.318035
0.066 0.327833
0.068 0.3376
0.07 0.347355
0.072 0.357109
0.074 0.36683
0.076 0.376534
0.078 0.386238
0.08 0.395913
0.082 0.405559
0.084 0.415203
0.086 0.42483
0.088 0.43442
0.09 0.44399
0.092 0.453557
0.094 0.463096
0.096 0.472596
0.098 0.482078
0.1 0.491552
0.102 0.500998
0.104 0.510399
0.106 0.519776
0.108 0.529143
0.11 0.538486
0.112 0.547783
0.114 0.55704
0.116 0.56628
0.118 0.575505
0.12 0.584691
0.122 0.593823
0.124 0.602916
0.126 0.611993
0.128 0.621048
0.13 0.630057
0.132 0.639005
0.134 0.647907
0.136 0.656786
0.138 0.665643
0.14 0.674453
0.142 0.683196
0.144 0.691876
0.146 0.700516
0.148 0.709133
0.15 0.717713
0.152 0.72623
0.154 0.734664
0.156 0.743028
0.158 0.751346
0.16 0.759635
0.162 0.767882
0.164 0.776054
0.166 0.784129
0.168 0.79211
0.17 0.800025
0.172 0.807897
0.174 0.815728
0.176 0.823491
0.178 0.831151
0.18 0.838684
0.182 0.8461
0.184 0.85343
0.186 0.860704
0.188 0.867929
0.19 0.875078
0.192 0.882107
0.194 0.888973
0.196 0.895665
0.198 0.902204
0.2 0.908634
0.202 0.914993
0.204 0.921291
0.206 0.927497
0.208 0.93355
0.21 0.939384
0.212 0.944948
0.214 0.950234
0.216 0.955272
0.218 0.960128
0.22 0.964872
0.222 0.969553
0.224 0.974169
0.226 0.978658
0.228 0.982902
0.23 0.986746
0.232 0.990031
0.234 0.99263
0.236 0.994482
0.238 0.995617
0.24 0.996154
0.242 0.996293
0.244 0.996267
0.246 0.996005
0.248 0.958964
0.25 1.73338e-15
0.252 -0.958964
0.254 -0.996005
0.256 -0.996267
0.258 -0.996293
0.26 -0.996154
0.262 -0.995617
0.264 -0.994482
0.266 -0.99263
0.268 -0.990031
0.27 -0.986746
0.272 -0.982902
0.274 -0.978658
0.276 -0.974169
0.278 -0.969553
0.28 -0.964872
0.282 -0.960128
0.284 -0.955272
0.286 -0.950234
0.288 -0.944948
0.29 -0.939384
0.292 -0.93355
0.294 -0.927497
0.296 -0.921291
0.298 -0.914993
0.3 -0.908634
0.302 -0.902204
0.304 -0.895665
0.306 -0.888973
0.308 -0.882107
0.31 -0.875078
0.312 -0.867929
0.314 -0.860704
0.316 -0.85343
0.318 -0.8461
0.32 -0.838684
0.322 -0.831151
0.324 -0.823491
0.326 -0.815728
0.328 -0.807897
0.33 -0.800025
0.332 -0.79211
0.334 -0.784129
0.336 -0.776054
0.338 -0.767882
0.34 -0.759635
0.342 -0.751346
0.344 -0.743028
0.346 -0.734664
0.348 -0.72623
0.35 -0.717713
0.352 -0.709133
0.354 -0.700516
0.356 -0.691876
0.358 -0.683196
0.36 -0.674453
0.362 -0.665643
0.364 -0.656786
0.366 -0.647907
0.368 -0.639005
0.37 -0.630057
0.372 -0.621048
0.374 -0.611993
0.376 -0.602916
0.378 -0.593823
0.38 -0.584691
0.382 -0.575505
0.384 -0.56628
0.386 -0.55704
0.388 -0.547783
0.39 -0.538486
0.392 -0.529143
0.394 -0.519776
0.396 -0.510399
0.398 -0.500998
0.4 -0.491552
0.402 -0.482078
0.404 -0.472596
0.406 -0.463096
0.408 -0.453557
0.41 -0.44399
0.412 -0.43442
0.414 -0.42483
0.416 -0.415203
0.418 -0.405559
0.42 -0.395913
0.422 -0.386238
0.424 -0.376534
0.426 -0.36683
0.428 -0.357109
0.43 -0.347355
0.432 -0.3376
0.434 -0.327833
0.436 -0.318035
0.438 -0.308238
0.44 -0.298424
0.442 -0.288591
0.444 -0.278757
0.446 -0.268897
0.448 -0.259038
0.45 -0.249159
0.452 -0.239275
0.454 -0.229379
0.456 -0.219474
0.458 -0.209559
0.46 -0.199636
0.462 -0.189704
0.464 -0.179765
0.466 -0.169818
0.468 -0.159864
0.47 -0.149904
0.472 -0.139938
0.474 -0.129966
0.476 -0.119989
0.478 -0.110006
0.48 -0.10002
0.482 -0.0900293
0.484 -0.0800352
0.486 -0.0700378
0.488 -0.0600376
0.49 -0.050035
0.492 -0.0400304
0.494 -0.0300242
0.496 -0.0200168
0.498 -0.0100086
0.5 -9.75119e-17
0.502 0.0100086
0.504 0.0200168
0.506 0.0300242
0.508 0.0400304
0.51 0.050035
0.512 0.0600376
0.514 0.0700378
0.516 0.0800352
0.518 0.0900293
0.52 0.10002
0.522 0.110006
0.524 0.119989
0.526 0.129966
0.528 0.139938
0.53 0.149904
0.532 0.159864
0.534 0.169818
0.536 0.179765
0.538 0.189704
0.54 0.199636
0.542 0.209559
0.544 0.219474
0.546 0.229379
0.548 0.239275
0.55 0.249159
0.552 0.259038
0.554 0.268897
0.556 0.278757
0.558 0.288591
0.56 0.298424
0.562 0.308238
0.564 0.318035
0.566 0.327833
0.568 0.3376
0.57 0.347355
0.572 0.357109
0.574 0.36683
0.576 0.376534
0.578 0.386238
0.58 0.395913
0.582 0.405559
0.584 0.415203
0.586 0.42483
0.588 0.43442
0.59 0.44399
0.592 0.453557
0.594 0.463096
0.596 0.472596
0.598 0.482078
0.6 0.491552
0.602 0.500998
0.604 0.510399
0.606 0.519776
0.608 0.529143
0.61 0.538486
0.612 0.547783
0.614 0.55704
0.616 0.56628
0.618 0.575505
0.62 0.584691
0.622 0.593823
0.624 0.602916
0.626 0.611993
0.628 0.621048
0.63 0.630057
0.632 0.639005
0.634 0.647907
0.636 0.656786
0.638 0.665643
0.64 0.674453
0.642 0.683196
0.644 0.691876
0.646 0.700516
0.648 0.709133
